fold,k,ratio,gen_seed,variable,type,real_pearson_with_target,syn_pearson_with_target,pearson_abs_diff,real_spearman_with_target,syn_spearman_with_target,spearman_abs_diff,sign_preserved,real_eta_squared_on_target,syn_eta_squared_on_target,eta_squared_abs_diff
1,3,5.25,0,interlayer_A,continuous,-0.14570311657987187,-0.18255421314283218,0.03685109656296032,-0.4378524920655315,-0.4201838330463938,0.017668659019137722,True,,,
1,3,5.25,0,h2so4_M,categorical,,,,,,,,0.12519549999818516,0.1364560077282333,0.011260507730048136
1,3,5.25,0,composition_family,categorical,,,,,,,,0.8505225516427101,0.8939958231876507,0.04347327154494063
1,3,5.25,0,scan_rate_mV_s,categorical,,,,,,,,0.06900409425273982,0.1205318375800784,0.05152774332733859
1,3,5.25,0,layer_class,categorical,,,,,,,,0.0034540703970807876,0.00480352980434237,0.001349459407261582
2,1,1.0,0,interlayer_A,continuous,-0.03631387009372811,-0.030656436400767113,0.005657433692960994,-0.10102061676600635,0.05808440018966335,0.1591050169556697,True,,,
2,1,1.0,0,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.12247854123711789,0.00875891974205864
2,1,1.0,0,composition_family,categorical,,,,,,,,0.8555766915360582,0.12879796142437788,0.7267787301116804
2,1,1.0,0,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.2853458106873763,0.06111737977015019
2,1,1.0,0,layer_class,categorical,,,,,,,,0.027507866190635163,0.07824569805741166,0.050737831866776495
2,1,3.0,0,interlayer_A,continuous,-0.03631387009372811,0.040941611257317864,0.07725548135104597,-0.10102061676600635,0.10769568269568269,0.20871629946168904,False,,,
2,1,3.0,0,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.060990946748108926,0.052728674746950324
2,1,3.0,0,composition_family,categorical,,,,,,,,0.8555766915360582,0.8267722697290749,0.028804421806983282
2,1,3.0,0,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.06380402013814862,0.1604244107790775
2,1,3.0,0,layer_class,categorical,,,,,,,,0.027507866190635163,0.06827662733245461,0.040768761141819446
2,1,5.25,0,interlayer_A,continuous,-0.03631387009372811,-0.08882345294817533,0.05250958285444722,-0.10102061676600635,-0.07447087392603123,0.02654974283997512,True,,,
2,1,5.25,0,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.014229061688034296,0.09949055980702495
2,1,5.25,0,composition_family,categorical,,,,,,,,0.8555766915360582,0.8109747375780576,0.044601953958000595
2,1,5.25,0,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.028136221843328812,0.1960922090738973
2,1,5.25,0,layer_class,categorical,,,,,,,,0.027507866190635163,0.018162815933626786,0.009345050257008377
2,2,1.0,0,interlayer_A,continuous,-0.03631387009372811,-0.07838523671875061,0.042071366625022505,-0.10102061676600635,-0.019677572309151254,0.0813430444568551,True,,,
2,2,1.0,0,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.06978480124913304,0.04393482024592621
2,2,1.0,0,composition_family,categorical,,,,,,,,0.8555766915360582,0.8491805928910827,0.006396098644975479
2,2,1.0,0,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.25871112442061295,0.03448269350338684
2,2,1.0,0,layer_class,categorical,,,,,,,,0.027507866190635163,0.011982688502589529,0.015525177688045634
2,2,1.0,1,interlayer_A,continuous,-0.03631387009372811,-0.04975400691007211,0.013440136816344005,-0.10102061676600635,-0.021337126600284494,0.07968349016572185,True,,,
2,2,1.0,1,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.12241544100849813,0.008695819513438882
2,2,1.0,1,composition_family,categorical,,,,,,,,0.8555766915360582,0.8509144533060439,0.004662238230014326
2,2,1.0,1,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.21888630046305124,0.005342130454174865
2,2,1.0,1,layer_class,categorical,,,,,,,,0.027507866190635163,0.05087034035334682,0.023362474162711654
2,2,1.0,2,interlayer_A,continuous,-0.03631387009372811,0.055400995221859296,0.0917148653155874,-0.10102061676600635,0.17899478425794213,0.2800154010239485,False,,,
2,2,1.0,2,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.15106896942090126,0.037349347925842005
2,2,1.0,2,composition_family,categorical,,,,,,,,0.8555766915360582,0.8512367789581623,0.004339912577895899
2,2,1.0,2,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.18881867356721327,0.03540975735001284
2,2,1.0,2,layer_class,categorical,,,,,,,,0.027507866190635163,0.07189768661324503,0.04438982042260986
2,2,3.0,0,interlayer_A,continuous,-0.03631387009372811,-0.10759576016406874,0.07128189007034064,-0.10102061676600635,-0.10007897507897508,0.0009416416870312722,True,,,
2,2,3.0,0,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.014543311704548841,0.09917630979051041
2,2,3.0,0,composition_family,categorical,,,,,,,,0.8555766915360582,0.8801752566770714,0.024598565141013218
2,2,3.0,0,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.2617577855764254,0.037529354659199265
2,2,3.0,0,layer_class,categorical,,,,,,,,0.027507866190635163,0.33236655884124416,0.304858692650609
2,2,3.0,1,interlayer_A,continuous,-0.03631387009372811,0.025837519256475778,0.06215138935020388,-0.10102061676600635,0.1543173043173043,0.25533792108331066,False,,,
2,2,3.0,1,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.039721049480553244,0.073998572014506
2,2,3.0,1,composition_family,categorical,,,,,,,,0.8555766915360582,0.8174775769124817,0.03809911462357651
2,2,3.0,1,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.18453027497912786,0.03969815593809825
2,2,3.0,1,layer_class,categorical,,,,,,,,0.027507866190635163,0.04520572685690133,0.017697860666266167
2,2,3.0,2,interlayer_A,continuous,-0.03631387009372811,-0.012012728837964448,0.02430114125576366,-0.10102061676600635,0.03649526149526149,0.13751587826126785,True,,,
2,2,3.0,2,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.03668874148552527,0.07703088000953398
2,2,3.0,2,composition_family,categorical,,,,,,,,0.8555766915360582,0.6842718671440868,0.17130482439197137
2,2,3.0,2,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.2350929926368608,0.01086456171963468
2,2,3.0,2,layer_class,categorical,,,,,,,,0.027507866190635163,0.032314098347058846,0.004806232156423684
2,2,5.25,0,interlayer_A,continuous,-0.03631387009372811,-0.02228677644667524,0.014027093647052867,-0.10102061676600635,0.012574114630628706,0.11359473139663506,True,,,
2,2,5.25,0,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.03832623197491607,0.07539338952014318
2,2,5.25,0,composition_family,categorical,,,,,,,,0.8555766915360582,0.888847663166623,0.033270971630564805
2,2,5.25,0,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.321253629479938,0.09702519856271191
2,2,5.25,0,layer_class,categorical,,,,,,,,0.027507866190635163,0.050241990837417747,0.022734124646782584
2,2,5.25,1,interlayer_A,continuous,-0.03631387009372811,-0.040522046347918166,0.004208176254190059,-0.10102061676600635,-0.06033947890686313,0.04068113785914322,True,,,
2,2,5.25,1,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.06332570487331841,0.050393916621740836
2,2,5.25,1,composition_family,categorical,,,,,,,,0.8555766915360582,0.8756891895034968,0.020112497967438636
2,2,5.25,1,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.2215128260954738,0.0027156048217523154
2,2,5.25,1,layer_class,categorical,,,,,,,,0.027507866190635163,0.026881718905434754,0.0006261472852004089
2,2,5.25,2,interlayer_A,continuous,-0.03631387009372811,0.027391654668857377,0.06370552476258548,-0.10102061676600635,0.003718571904032082,0.10473918867003842,False,,,
2,2,5.25,2,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.04438567394637688,0.06933394754868237
2,2,5.25,2,composition_family,categorical,,,,,,,,0.8555766915360582,0.8815282410215053,0.02595154948544709
2,2,5.25,2,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.29206736831556784,0.06783893739834174
2,2,5.25,2,layer_class,categorical,,,,,,,,0.027507866190635163,0.040255356948855736,0.012747490758220573
2,3,1.0,0,interlayer_A,continuous,-0.03631387009372811,0.01623217936633002,0.05254604946005813,-0.10102061676600635,0.05571360834518729,0.15673422511119364,False,,,
2,3,1.0,0,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.11766149409320455,0.003941872598145296
2,3,1.0,0,composition_family,categorical,,,,,,,,0.8555766915360582,0.9088858828942364,0.05330919135817824
2,3,1.0,0,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.12354681854234349,0.10068161237488261
2,3,1.0,0,layer_class,categorical,,,,,,,,0.027507866190635163,0.8790833008013175,0.8515754346106823
2,3,3.0,0,interlayer_A,continuous,-0.03631387009372811,-0.06079905648771941,0.024485186393991304,-0.10102061676600635,0.0012811512811512812,0.10230176804715763,True,,,
2,3,3.0,0,h2so4_M,categorical,,,,,,,,0.11371962149505925,0.1143686189255486,0.0006489974304893509
2,3,3.0,0,composition_family,categorical,,,,,,,,0.8555766915360582,0.9105593891663218,0.054982697630263644
2,3,3.0,0,scan_rate_mV_s,categorical,,,,,,,,0.2242284309172261,0.23097029592404464,0.0067418650068185315
2,3,3.0,0,layer_class,categorical,,,,,,,,0.027507866190635163,0.3819112256936784,0.35440335950304325
